GEO,REF_DATE,Statistics,UID,VALUE
"James Bay (Hearst), Ontario, Ontario Provincial Police, municipal [35117]",2012,Crime severity index,,47.89
"Perth County (North Perth), Ontario, Ontario Provincial Police, municipal [35069]",2002,Crime severity index,,47.91
"Thunder Bay, Ontario, Ontario Provincial Police, rural [35585]",2015,Crime severity index,,47.91
"Lanark County (Montague), Ontario, Ontario Provincial Police, municipal [35037]",2007,Crime severity index,,47.93
"Barrie, Ontario, municipal [35021]",2013,Crime severity index,20,47.93
"Northumberland (Trent Hills), Ontario, Ontario Provincial Police, municipal [35110]",2013,Crime severity index,,47.95
"Peterborough County (Selwyn), Ontario, Ontario Provincial Police, municipal [35023]",2000,Crime severity index,,47.96
"Nottawasaga (New Tecumseth/Essa/Adjala Tosorontio), Ontario, Ontario Provincial Police, municipal [35470]",2005,Crime severity index,,47.97
"Sudbury (West Nipissing), Ontario, Ontario Provincial Police, municipal [35284]",2014,Crime severity index,,47.97
"Central Hastings, Ontario, Ontario Provincial Police, rural [35550]",2017,Crime severity index,,47.97
"Nipigon (Terrace Bay), Ontario, Ontario Provincial Police, municipal [35115]",2019,Crime severity index,,47.97
"City of Kawartha Lakes, Ontario, Ontario Provincial Police, rural [35549]",1998,Crime severity index,,47.98
"Saugeen Shores, Ontario, municipal [35240]",2018,Crime severity index,,47.99
"West Grey, Ontario, municipal [35088]",2019,Crime severity index,,48
"Hawkesbury, Ontario, Ontario Provincial Police, rural [35563]",2015,Crime severity index,,48
"Anishinabek, Ontario, municipal [35006]",2002,Crime severity index,,48
"Orillia, Ontario, Ontario Provincial Police, municipal [35465]",1998,Crime severity index,276,48
"Nottawasaga (New Tecumseth/Essa/Adjala Tosorontio), Ontario, Ontario Provincial Police, municipal [35470]",1998,Crime severity index,,48
"Meaford, Ontario, Ontario Provincial Police, rural [35624]",2001,Crime severity index,232,48
"Anishinabek, Ontario, municipal [35006]",1998,Crime severity index,,48
"Dufferin (East Garafraxa), Ontario, Ontario Provincial Police, municipal [35129]",2002,Crime severity index,,48
"Treaty Three Communities, Ontario, municipal [35155]",2003,Crime severity index,409,48
"Essex County (Tecumseh), Ontario, Ontario Provincial Police, municipal [35506]",2001,Crime severity index,,48.11
"Grenville County (Edwardsburgh/Cardinal), Ontario, Ontario Provincial Police, rural [35646]",2020,Crime severity index,,48.14
"Huron (Huron/Wingham), Ontario, Ontario Provincial Police, rural [35539]",2003,Crime severity index,,48.2
"Central Hastings, Ontario, Ontario Provincial Police, rural [35550]",2008,Crime severity index,,48.2
"Grenville County (Merrickville-Wolford), Ontario, Ontario Provincial Police, municipal [35045]",2001,Crime severity index,,48.22
"South Bruce (Kincardine), Ontario, Ontario Provincial Police, municipal [35482]",2013,Crime severity index,,48.22
"Lanark County (Montague), Ontario, Ontario Provincial Police, municipal [35037]",2008,Crime severity index,,48.24
"Perth County (West Perth), Ontario, Ontario Provincial Police, municipal [35486]",2018,Crime severity index,,48.27
"Guelph, Ontario, municipal [35123]",2014,Crime severity index,,48.28
"Dufferin (Orangeville), Ontario, Ontario Provincial Police, municipal [35204]",2010,Crime severity index,,48.29
"Peterborough County (Havelock/Belmont/Methuen), Ontario, Ontario Provincial Police, municipal [35022]",2006,Crime severity index,,48.32
"Ottawa, Ontario, municipal [35010]",1998,Crime severity index,,48.33
"Woodstock, Ontario, municipal [35013]",1998,Crime severity index,433,48.33
"Lambton (Point Edward), Ontario, Ontario Provincial Police, municipal [35015]",1998,Crime severity index,,48.33
"Northumberland (Brighton), Ontario, Ontario Provincial Police, municipal [35016]",1998,Crime severity index,,48.33
"Brighton, Ontario, Ontario Provincial Police, municipal [35017]",1998,Crime severity index,29,48.33
"Peterborough County (Asphodel-Norwood), Ontario, Ontario Provincial Police, municipal [35018]",1998,Crime severity index,,48.33
"Peterborough County (Douro/Dummer), Ontario, Ontario Provincial Police, municipal [35019]",1998,Crime severity index,,48.33
"Peterborough County (Municipality of Trent Lakes), Ontario, Ontario Provincial Police, municipal [35020]",1998,Crime severity index,,48.33
"Peterborough County (Havelock/Belmont/Methuen), Ontario, Ontario Provincial Police, municipal [35022]",1998,Crime severity index,,48.33
"Peterborough County (Selwyn), Ontario, Ontario Provincial Police, municipal [35023]",1998,Crime severity index,,48.33
"Peterborough County (Cavan-Millbrook-North Monaghan), Ontario, Ontario Provincial Police, municipal [35024]",1998,Crime severity index,,48.33
"Peterborough County (Otonabee-South Monaghan), Ontario, Ontario Provincial Police, municipal [35025]",1998,Crime severity index,,48.33
"Dufferin (Mono), Ontario, Ontario Provincial Police, municipal [35026]",1998,Crime severity index,,48.33
"Dryden (Ignace), Ontario, Ontario Provincial Police, municipal [35028]",1998,Crime severity index,,48.33
"Jaffray Melick, Ontario, Ontario Provincial Police, municipal [35029]",1998,Crime severity index,,48.33
"Keewatin, Ontario, Ontario Provincial Police, municipal [35030]",1998,Crime severity index,,48.33
"Kenora (Sioux Narrows-Nestor Falls), Ontario, Ontario Provincial Police, municipal [35031]",1998,Crime severity index,178,48.33
"Red Lake, Ontario, Ontario Provincial Police, municipal [35032]",1998,Crime severity index,333,48.33
"Thunder Bay (Shuniah), Ontario, Ontario Provincial Police, municipal [35033]",1998,Crime severity index,,48.33
"Leeds County (Rideau Lakes), Ontario, Ontario Provincial Police, municipal [35034]",1998,Crime severity index,,48.33
"Lennox and Addington County (Stone Mills), Ontario, Ontario Provincial Police, municipal [35035]",1998,Crime severity index,,48.33
"Lanark County (Mississippi Mills), Ontario, Ontario Provincial Police, municipal [35036]",1998,Crime severity index,,48.33
"Lanark County (Montague), Ontario, Ontario Provincial Police, municipal [35037]",1998,Crime severity index,,48.33
"Drummond-North Elmsley, Ontario, Ontario Provincial Police, municipal [35039]",1998,Crime severity index,,48.33
"Lanark County (Tay Valley Township), Ontario, Ontario Provincial Police, municipal [35040]",1998,Crime severity index,,48.33
"Lanark County (Beckwith), Ontario, Ontario Provincial Police, municipal [35043]",1998,Crime severity index,,48.33
"Grenville County (Augusta), Ontario, Ontario Provincial Police, municipal [35044]",1998,Crime severity index,,48.33
"Grenville County (Merrickville-Wolford), Ontario, Ontario Provincial Police, municipal [35045]",1998,Crime severity index,,48.33
"Frontenac (South Frontenac), Ontario, Ontario Provincial Police, municipal [35047]",1998,Crime severity index,,48.33
"Hawkesbury, Ontario, Ontario Provincial Police, municipal [35049]",1998,Crime severity index,138,48.33
"East Algoma (Blind River), Ontario, Ontario Provincial Police, municipal [35050]",1998,Crime severity index,73,48.33
"East Algoma (Spanish), Ontario, Ontario Provincial Police, municipal [35053]",1998,Crime severity index,79,48.33
"East Algoma (North Shore), Ontario, Ontario Provincial Police, municipal [35054]",1998,Crime severity index,78,48.33
"East Algoma (Thessalon), Ontario, Ontario Provincial Police, municipal [35057]",1998,Crime severity index,,48.33
"James Bay (Cochrane), Ontario, Ontario Provincial Police, municipal [35058]",1998,Crime severity index,,48.33
"Temiskaming (Dymond), Ontario, Ontario Provincial Police, municipal [35059]",1998,Crime severity index,,48.33
"Temiskaming (Temagami), Ontario, Ontario Provincial Police, municipal [35060]",1998,Crime severity index,392,48.33
"East Nipissing Group of 3, Ontario, Ontario Provincial Police, municipal [35061]",1998,Crime severity index,81,48.33
"Chatham, Ontario, municipal [35062]",1998,Crime severity index,41,48.33
"North Bay (Mattawa), Ontario, Ontario Provincial Police, municipal [35063]",1998,Crime severity index,,48.33
"North Parry Sound Group of 2, Ontario, Ontario Provincial Police, municipal [35067]",1998,Crime severity index,,48.33
"North Bay (Powassan), Ontario, Ontario Provincial Police, municipal [35068]",1998,Crime severity index,,48.33
"Perth County (North Perth), Ontario, Ontario Provincial Police, municipal [35069]",1998,Crime severity index,,48.33
"Norfolk County, Ontario, Ontario Provincial Police, municipal [35070]",1998,Crime severity index,,48.33
"Wellington County, Ontario, Ontario Provincial Police, rural [35072]",1998,Crime severity index,423,48.33
"Wellington County, Ontario, Ontario Provincial Police, municipal [35073]",1998,Crime severity index,,48.33
"Lanark County (Lanark Highlands), Ontario, Ontario Provincial Police, municipal [35075]",1998,Crime severity index,,48.33
"Prince Edward, Ontario, Ontario Provincial Police, municipal [35077]",1998,Crime severity index,,48.33
"James Bay (Smooth Rock Falls), Ontario, Ontario Provincial Police, municipal [35079]",1998,Crime severity index,,48.33
"Moore, Ontario, Ontario Provincial Police, municipal [35080]",1998,Crime severity index,240,48.33
"Peterborough County (North Kawartha), Ontario, Ontario Provincial Police, municipal [35085]",1998,Crime severity index,,48.33
"Addington Highlands, Ontario, Ontario Provincial Police, municipal [35086]",1998,Crime severity index,,48.33
"Stormont/Dundas/Glengarry, Ontario, Ontario Provincial Police, municipal [35089]",1998,Crime severity index,,48.33
"Lambton (St. Clair/Lambton Shores), Ontario, Ontario Provincial Police, municipal [35090]",1998,Crime severity index,,48.33
"Northumberland (Alnwick/Haldimand), Ontario, Ontario Provincial Police, municipal [35091]",1998,Crime severity index,,48.33
"Northumberland (Port Hope), Ontario, Ontario Provincial Police, municipal [35093]",1998,Crime severity index,,48.33
"Collingwood, Ontario, Ontario Provincial Police, rural [35094]",1998,Crime severity index,52,48.33
"Collingwood, Ontario, Ontario Provincial Police, rural [35095]",1998,Crime severity index,53,48.33
"Mnjikaning, Ontario, Ontario Provincial Police, rural [35096]",1998,Crime severity index,239,48.33
"Lennox and Addington County (Greater Napanee), Ontario, Ontario Provincial Police, municipal [35097]",1998,Crime severity index,208,48.33
"Lennox and Addington County East (Loyalist), Ontario, Ontario Provincial Police, municipal [35099]",1998,Crime severity index,,48.33
"Grey Bruce (Grey Highlands), Ontario, Ontario Provincial Police, municipal [35100]",1998,Crime severity index,,48.33
"Grey Bruce (Southgate), Ontario, Ontario Provincial Police, municipal [35103]",1998,Crime severity index,,48.33
"Elgin County, Ontario, Ontario Provincial Police, municipal [35105]",1998,Crime severity index,,48.33
"Oxford (Tillsonburg), Ontario, Ontario Provincial Police, municipal [35106]",1998,Crime severity index,,48.33
"Renfrew, Ontario, Ontario Provincial Police, municipal [35107]",1998,Crime severity index,337,48.33
"Brant County, Ontario, Ontario Provincial Police, municipal [35109]",1998,Crime severity index,,48.33
"Northumberland (Trent Hills), Ontario, Ontario Provincial Police, municipal [35110]",1998,Crime severity index,,48.33
"Tyendinaga, Ontario, Ontario Provincial Police, municipal [35111]",1998,Crime severity index,411,48.33
"Nipigon (Red Rock), Ontario, Ontario Provincial Police, municipal [35112]",1998,Crime severity index,,48.33
"Northumberland (Cramahe), Ontario, Ontario Provincial Police, municipal [35113]",1998,Crime severity index,,48.33
"Nipigon (Terrace Bay), Ontario, Ontario Provincial Police, municipal [35115]",1998,Crime severity index,,48.33
"North Bay (Bonfield), Ontario, Ontario Provincial Police, municipal [35116]",1998,Crime severity index,,48.33
"James Bay (Hearst), Ontario, Ontario Provincial Police, municipal [35117]",1998,Crime severity index,,48.33
"Dufferin (Town of Grand Valley), Ontario, Ontario Provincial Police, municipal [35119]",1998,Crime severity index,,48.33
"Arnprior, Ontario, Ontario Provincial Police, rural [35120]",1998,Crime severity index,,48.33
"Grey Bruce (Chatsworth), Ontario, Ontario Provincial Police, municipal [35121]",1998,Crime severity index,,48.33
"Napanee (Deseronto), Ontario, Ontario Provincial Police, rural [35122]",1998,Crime severity index,242,48.33
"Dufferin (East Garafraxa), Ontario, Ontario Provincial Police, municipal [35129]",1998,Crime severity index,,48.33
"Sault Ste. Marie (Macdonald/Meredith), Ontario, Ontario Provincial Police, municipal [35132]",1998,Crime severity index,,48.33
"Sault Ste. Marie (Laird), Ontario, Ontario Provincial Police, municipal [35134]",1998,Crime severity index,,48.33
"Collingwood (The Blue Mountains), Ontario, Ontario Provincial Police, municipal [35135]",1998,Crime severity index,,48.33
"Grey County (Meaford), Ontario, Ontario Provincial Police, municipal [35137]",1998,Crime severity index,,48.33
"Grey Bruce (Georgian Bluffs), Ontario, Ontario Provincial Police, municipal [35138]",1998,Crime severity index,,48.33
"Oxford (Ingersoll), Ontario, Ontario Provincial Police, municipal [35139]",1998,Crime severity index,,48.33
"Lanark County (Carleton Place), Ontario, Ontario Provincial Police, municipal [35140]",1998,Crime severity index,,48.33
"Haldimand County, Ontario, Ontario Provincial Police, municipal [35142]",1998,Crime severity index,,48.33
"East Algoma (Elliot Lake), Ontario, Ontario Provincial Police, municipal [35143]",1998,Crime severity index,76,48.33
"South Bruce (Brockton), Ontario, Ontario Provincial Police, municipal [35145]",1998,Crime severity index,,48.33
"North Bay (East Ferris), Ontario, Ontario Provincial Police, municipal [35149]",1998,Crime severity index,,48.33
"Kenora, Ontario, Ontario Provincial Police, municipal [35150]",1998,Crime severity index,,48.33
"Lac Seul, Ontario, municipal [35153]",1998,Crime severity index,191,48.33
"Treaty Three Communities, Ontario, municipal [35155]",1998,Crime severity index,,48.33
"Quinte West, Ontario, Ontario Provincial Police, municipal [35159]",1998,Crime severity index,,48.33
"Dufferin (Amaranth), Ontario, Ontario Provincial Police, municipal [35160]",1998,Crime severity index,,48.33
"Dufferin (Melancthon), Ontario, Ontario Provincial Police, municipal [35161]",1998,Crime severity index,,48.33
"Dufferin (Mulmur), Ontario, Ontario Provincial Police, municipal [35163]",1998,Crime severity index,,48.33
"Grenville County (Prescott), Ontario, Ontario Provincial Police, municipal [35164]",1998,Crime severity index,115,48.33
"Quinte West, Ontario, Ontario Provincial Police, rural [35165]",1998,Crime severity index,327,48.33
